848,2514,22997,82587
954,7590,77933,46494
1836,68514,93223,64296
1917,60586,26578,89524
1968,77118,79145,14327
3310,16761,75525,29605
3393,33985,41665,73306
3645,99957,52406,69754
3780,32723,61853,8145
3868,21546,71803,90542
3940,37914,25924,82887
3955,26196,66257,16360
4058,81054,4064,89077
4467,83839,51584,12067
4766,11865,45833,28631
4876,40321,49087,90541
5068,55706,77187,4655
5452,99581,81224,47418
5841,6808,69939,83615
5894,80579,9231,64895
6633,46094,23947,76925
7170,68001,98572,42039
7274,92294,82198,40629
7659,76589,84664,92013
7959,71034,8475,55022
8428,64526,52893,40338
9654,66349,94633,97486
10008,88494,71262,98921
10956,46448,50889,18200
11171,92529,62186,13621
11562,2048,88231,18298
11838,28672,37134,93700
12300,423,77353,78183
13798,33387,95265,69085
13849,41981,60499,55826
14257,89555,31400,79573
14817,8083,5318,71714
15825,97150,10094,75731
17433,96369,40417,56234
18402,20222,40767,83261
18689,62366,56029,36794
19212,72162,53503,59002
19629,30962,9557,25551
20177,69615,49440,82735
20297,62441,96520,17012
20354,96699,53523,40304
20529,7093,63761,25450
20942,77191,22404,87129
21130,81123,61882,44107
21803,60465,94287,78754
21938,60135,43972,10520
23062,98391,95123,95304
24019,41963,17165,99565
24427,89758,10027,48860
24485,88402,31611,16316
25100,872,11209,40962
28246,46545,37779,68571
29825,67305,27564,41957
30539,89172,78099,49373
30706,71848,74398,46243
30994,8076,84365,48200
31002,95274,24801,48424
33717,70210,13297,94399
33742,27902,78421,35975
33941,89317,65377,73094
34257,78779,4773,60386
34338,27052,92403,55974
34447,49854,54293,37292
34586,45084,5134,31810
35468,738,85699,59140
35491,58745,40494,58007
36118,38553,27617,64148
36468,6109,82463,76337
36620,22229,13664,27189
36832,11871,57413,99510
36992,71175,74069,22949
37000,72150,89562,94158
38040,88431,56215,1795
38220,75092,99783,90893
39717,75411,51071,190
40129,62223,39270,78987
40276,35877,85726,38166
40807,8713,64563,44130
41244,79983,70718,36888
41683,37564,75084,25284
42607,30051,6943,55591
43565,51289,20179,30631
43692,14346,17803,10744
45793,2127,35745,82890
46192,5948,2823,53140
46358,1175,69386,58124
46935,15594,64780,90362
47188,9362,63870,33962
47524,12807,74054,59606
47860,78106,62737,83898
48588,8836,97617,79168
48701,77155,91084,20524
48938,32996,82758,43792
49201,11559,49063,24881
49586,58645,43349,26535
50085,17752,38455,50145
50701,38215,62382,83132
52867,89710,34754,26163
53146,83751,86825,47108
53227,41323,58968,2724
54955,82514,7307,2103
56624,67958,91168,13940
57321,9854,61884,35202
58082,49749,71522,74182
59245,91676,9266,51503
59325,14843,9221,25159
59336,80030,25918,59818
59840,562,20275,20088
60433,76272,4176,32114
60850,45216,39509,55809
61079,26461,99030,71075
61384,29070,42598,27154
61786,16580,53427,91787
62134,25921,90703,50955
63131,1802,74450,6701
63831,99139,71147,16417
64220,99528,64261,44550
66069,21458,24275,55301
66077,32252,78302,5280
66314,62348,93814,13282
66756,14439,75226,57870
67223,38432,78143,36305
68252,51132,52929,97648
68748,87359,26166,36025
69136,74467,57200,8793
69531,77280,31596,39400
70233,8326,15396,47741
70754,45431,75509,79162
70972,89301,43394,5611
71459,62756,55823,90447
71719,83790,1260,59534
72145,29932,83194,37752
73124,44689,69500,33192
73405,27147,91236,19631
73992,47682,56962,82646
74824,86476,64473,19649
75838,56520,20577,51842
75914,39758,2685,63293
76066,8074,12034,95034
76449,22614,97729,67598
77626,78668,57872,31843
78866,46738,85114,96216
78909,26513,76847,94211
79045,99286,85138,97068
79298,23746,41457,62809
79415,86334,20902,5564
79615,2560,38667,58256
80219,53929,81104,66581
80580,67722,82362,54388
81423,56081,79129,23648
81661,29584,44328,85924
81666,55070,11014,29374
82657,63773,47714,47556
82683,12505,40345,64535
82788,23396,2280,26014
82798,2514,91672,75674
83063,46899,82008,20064
83083,34027,80066,21314
83342,76017,44897,86988
83639,15346,53199,56679
83652,41839,7320,92136
83939,65601,87834,42879
84584,58547,28747,84057
84919,99330,37869,68177
85206,29959,27374,3514
85488,79613,15467,65956
85602,39732,13464,32254
85694,49412,53340,36443
88042,79948,75009,33387
88175,71445,76118,24330
88941,40965,1261,74570
89090,70086,69056,12850
89343,38218,92214,22247
89608,36934,44427,4641
90378,6394,72341,32914
90511,35408,76742,88237
90676,51216,7660,6149
90678,95442,35052,95349
91492,23586,89078,74475
92046,40729,35951,26356
92724,94694,49831,72067
93185,72944,88922,25729
93255,34027,80225,75184
93793,80680,77020,92492
94765,44392,5855,28969
94863,26599,20939,20879
94979,21690,15227,37432
95185,98045,64882,99132
96422,71175,71166,57746
96521,44255,85809,90533
98242,70949,74343,44642
98667,25591,85737,83735
98864,50666,97912,89505
99500,78649,39979,32660
99596,54032,30532,43615
