28578,6760,38929,217
89582,92166,67376,1386
88558,74806,66178,1472
6010,19265,63726,1604
65289,44362,87807,2008
91611,49341,15980,2288
88157,98667,79257,3945
34097,55786,50110,5168
65816,63477,54886,5478
40335,85763,38805,5939
46653,92793,27723,6280
52036,24715,78829,6483
44995,53803,91069,6688
63709,42356,23257,6733
49096,58908,9763,6800
45430,5316,92109,7163
72559,27167,26095,8251
76326,31280,93893,8701
70036,82946,90826,9330
2997,75291,35533,9753
40823,79081,27395,9957
86696,94877,30264,10448
25672,57632,41638,10553
66288,43914,97116,11788
14452,30562,61500,12315
60716,81771,44539,12602
24439,19887,33680,13011
7842,38700,26578,13023
39322,16115,4034,14656
81001,30882,30496,15156
81541,98700,14108,15782
63050,17031,18287,16587
32249,35118,11421,16901
43670,84142,59861,17957
59073,61644,37356,18584
78466,36515,88437,19193
41305,4274,70629,19259
34801,56070,55560,20200
63111,86427,59323,20287
8626,46244,23258,20308
49662,91027,27518,20700
78803,97726,25138,21044
34825,91610,13601,22014
16000,52649,19577,22865
84508,58680,44332,23203
59009,16426,79538,23616
88609,96891,52645,24241
73806,44038,47772,24353
28743,94445,31989,24601
63681,31287,59047,24729
36503,74006,51532,25235
48751,76792,524,25719
89549,59963,79316,25749
30540,81046,93130,26040
75503,31290,78102,26352
94346,21241,81296,26809
71842,35347,80759,27705
68899,34538,37835,27784
41641,79976,84560,28062
38569,32571,85382,28127
75676,9277,49010,28617
52240,52679,90966,28711
20294,34176,16446,28831
52974,5691,66238,29154
10204,94330,98469,29239
37972,94213,86604,29298
27436,30882,46226,29502
64769,75446,71379,30054
7330,7589,72979,30273
51598,10260,65588,30581
19163,89274,84131,30587
31159,30444,93987,30711
32678,82898,65074,30730
58049,60248,39250,30830
73622,83934,98092,31300
12814,868,58721,31533
46970,10306,51941,31539
77200,16529,83243,32775
58990,20288,6254,33591
61826,63597,29975,34574
58296,76931,71509,34650
4285,66708,7991,35154
77900,27411,40169,35170
73530,22899,46520,35240
89590,23511,44468,35709
21352,63992,71209,36175
53941,99307,33711,36510
39564,41433,4456,37104
28631,89290,89430,37212
11168,31147,67224,38301
18245,30746,50020,38419
51307,42031,11878,40211
3060,87253,17488,40337
99608,8103,27325,42072
9455,32010,46218,44062
76059,99058,52893,44172
3883,9637,29050,44284
62553,6322,68267,44702
10403,4157,91604,45360
5993,59805,30708,45932
5887,93134,38791,46105
15623,39791,76841,46159
71846,66448,49145,47393
72684,48462,27682,47650
89341,69910,50275,48863
68721,4689,8451,50897
24143,88333,33764,51874
97072,28198,92,52254
47182,41649,91605,52342
41296,84841,95349,54159
42837,80960,14708,54657
80368,67758,63850,54658
66287,59114,30925,55080
23232,20785,15994,58053
12081,81032,95372,58090
25904,52677,95007,58504
88130,92453,14831,59851
29137,284,22077,59873
71412,22923,97686,60215
92621,77317,38795,60291
98029,93752,35870,60764
16369,99487,39080,62339
62129,50945,89084,62628
24183,23015,43310,62822
32947,20515,96019,63316
11904,22448,16894,63758
39782,92068,9086,64320
68406,28538,73340,65742
95668,7426,50990,66954
1415,42941,69460,67285
299,5205,19266,67401
61734,45082,10070,67480
33686,98233,48745,67511
46797,71416,48912,68103
95371,41696,3828,68444
358,49129,20755,69475
10606,87897,44130,70723
58297,54268,41267,71630
42221,81541,21541,72049
30365,14353,15311,72397
88499,26228,13021,72919
10890,49861,10393,73054
28455,91477,54923,73217
30447,71055,39176,73378
55715,25022,44527,74618
32465,33996,5536,74950
7819,66428,57231,76564
3267,48759,25401,76621
55248,86008,33383,77065
80495,77393,58930,79219
92821,70415,48712,79660
60606,44674,4467,79723
24773,12366,2301,80767
45513,87720,45708,81382
21091,64440,6028,81392
29314,23975,99936,81462
4423,67547,84264,81604
86428,54070,61279,82021
71515,46288,34889,82129
54918,83431,81721,82209
3054,4553,50376,82528
30566,1340,95779,83233
23904,64629,16651,83950
89313,78213,14012,84238
49388,66277,46609,84336
49730,85575,28956,84812
78501,71102,37969,85488
28444,52594,57398,85590
17987,1616,52402,86022
30317,38423,70061,86832
84653,85965,71499,86939
62345,70689,24207,88473
34665,95722,24903,88810
45728,76260,63088,88872
30909,82317,14996,88894
32143,22268,18053,89224
26938,34955,1556,89577
75098,67826,19612,91408
35952,68708,15296,91724
67225,89010,8455,91955
67893,95848,79341,92202
14340,54392,23407,92257
92142,13520,4684,92720
67272,89126,26835,93015
4785,77935,45780,93392
67407,16377,80311,93634
19807,72857,60958,94539
66471,98484,72077,94803
88809,36493,72496,95196
93111,72643,88157,95690
42522,71564,74398,96688
23470,76577,5229,97199
9905,25992,86938,97277
59319,32197,50739,97341
62139,60496,45811,97919
96949,9176,64270,98595
54920,52014,97440,98882
64373,3361,70936,99263
11666,13892,93808,99510
12539,85882,76539,99719
