4,244,23361,47027
9,18373,25553,48929
10,96515,52170,61992
14,90841,22186,49575
14,49564,11162,86948
17,90611,64174,65558
28,85669,44633,36728
31,34947,18812,80643
48,52143,58910,67307
49,17062,30787,61898
56,19615,92532,44719
56,92773,53243,65453
57,8969,19410,43462
67,19262,20723,29216
68,38989,71654,93681
70,58184,88050,55067
74,40257,40360,56466
84,41687,98911,32230
85,67466,16882,81090
92,44432,89679,30547
98,46116,94453,46633
98,85609,30152,85349
107,55694,95063,64382
116,1440,60741,26843
119,29802,11075,80888
125,90822,51572,76080
138,62893,30184,45643
147,92918,77313,67689
149,82430,39097,38461
165,17126,1813,86797
167,20329,63213,60882
169,30708,91032,93486
173,78915,52833,95014
184,378,92469,64251
201,60875,51261,51896
206,27500,89750,16522
207,74138,31443,60891
216,60728,78397,91446
219,18616,45089,72172
225,70810,64598,66105
230,75541,51872,24746
231,94464,42558,66895
237,5001,91761,62525
244,17762,53728,90421
248,43954,47556,60830
250,45472,45258,71915
251,12487,91071,34315
252,18725,32170,36781
257,94078,97863,53150
264,71958,50795,32394
267,25177,51218,50281
285,79186,18159,79039
305,39952,32867,18353
314,9939,78812,11527
322,67409,87852,27754
322,96810,48171,41196
323,15925,99996,42468
336,66053,15085,82191
336,44724,73669,51483
338,20036,62953,98371
348,43496,37933,96742
366,61029,11437,91972
368,97794,35670,85176
374,22994,31280,89621
378,21391,4178,86038
381,34802,33478,39152
385,40880,65991,46604
388,77836,68727,79688
389,18330,7487,75000
392,3068,70733,25770
407,50816,91010,17322
407,14931,5530,13709
409,8687,79079,74690
410,33048,14388,35681
411,57674,92526,6269
418,66758,92204,64552
419,1035,6468,63178
420,89422,5439,90726
422,7523,44079,94518
424,94509,46018,76733
426,97648,43683,9909
433,94969,27823,86927
439,69812,19005,1658
452,94688,44529,93225
453,80672,28903,65043
460,74982,59360,77820
466,61231,89279,13019
473,11584,76532,63479
477,39529,19442,62512
485,93307,72155,4227
485,5006,83212,49731
486,32063,58891,81071
492,83064,65887,61327
496,1438,76941,33425
505,31581,85673,80596
506,12913,36684,43956
509,11515,28668,62167
511,52767,3590,74083
520,5376,74326,8195
524,89255,59524,31745
530,52543,57646,34465
533,33397,56237,49215
534,56684,99319,68263
538,33199,57444,92016
547,95077,96657,22355
556,26219,22870,9624
567,73858,21429,69672
573,50347,53833,11756
585,14183,76273,32448
585,98286,48836,59914
596,45588,96088,25619
612,45801,37059,74830
615,98377,1431,4768
616,28157,92806,14602
626,72526,78862,11374
629,24942,13451,23875
630,89030,94347,71973
635,97365,23587,63010
637,31144,79588,39110
644,75204,40983,39752
644,19086,20385,58793
647,36354,76507,67549
648,88102,81296,58761
650,83216,302,92163
658,75650,98691,29136
658,31610,37096,26769
663,83136,41784,72071
668,25710,53986,50298
670,67665,6811,18032
678,67039,1233,31312
680,23675,43298,38685
681,40239,27775,37917
687,68044,66620,27449
690,50001,97852,35065
695,71506,92448,70468
720,68108,74079,32550
722,79639,78275,87993
726,45217,90733,18749
752,87499,66094,41535
756,40073,38247,21527
763,5754,36593,37639
763,85516,23511,68253
764,53580,47154,40594
766,69902,29824,25432
768,35072,80928,25050
772,46771,32110,46449
772,86916,88274,54760
790,72779,60047,35383
791,89194,89100,82490
799,2256,5538,64724
813,50328,61327,74160
826,82286,37872,33728
832,38297,99401,83464
834,35978,57616,36960
841,76722,40342,40439
846,97550,74483,29195
848,31331,83260,28507
855,71492,96937,76082
857,28662,22922,10863
860,31718,1428,51564
861,27017,16049,71857
862,94254,43124,50710
865,24164,97267,50652
867,44548,32964,97528
895,3611,11517,95314
896,27308,1816,70331
899,63076,10389,27421
911,78008,11387,86897
914,26107,52242,48863
917,11674,28835,43584
921,50071,66088,75021
921,63433,3082,53016
924,56358,57581,87338
925,22565,17905,28590
926,89744,57709,14667
927,44466,85771,36649
940,6207,64097,20162
948,94400,33546,90365
948,10902,63671,14216
949,30949,79163,69206
958,47007,28146,15859
961,87190,49620,14523
965,47750,94252,24203
974,94129,37607,95983
978,43608,91371,50410
980,32660,76847,19775
1004,83150,87683,59728
1008,9672,29370,56320
1009,30410,2188,90364
1016,85291,31271,93040
1021,76975,91005,68304
1021,30582,93730,37966
1026,93962,37234,26749
1029,83194,92269,78293
1030,37136,32913,70427
1031,2575,37783,24071
1036,56740,466,43196
1036,10851,27701,52709
1039,26020,13825,59312
1040,39221,36462,68525
1062,7105,853,65034
1075,97756,10035,52470
1087,66766,56453,9556
1090,47338,85998,91453
1091,33185,55710,57168
1097,76298,27983,54928
1110,86328,38157,58241
1123,51959,19793,9960
1126,90090,66090,91801
1128,92815,61623,62664
1136,61821,11838,69218
1137,59401,59491,2238
1143,28837,39332,64870
1148,8738,38578,5043
1155,28803,78754,29098
1159,96205,38915,67156
1163,75022,30415,12499
1171,18772,54882,66390
1184,83705,82580,22922
1187,73312,51508,6515
1188,16088,67425,82305
1198,81386,33463,57574
1201,90686,39440,9758
1202,5855,77744,47253
1202,46221,35600,16362
1207,41921,95873,75979
1228,32655,57594,81911
1229,37363,16579,85147
1231,4936,36057,39525
1239,52354,95706,2116
1240,21928,90839,72356
1241,55509,4715,75816
1241,43755,77271,9078
1242,40410,6771,58531
1244,96730,83350,70003
1246,69352,74034,22760
1249,46185,39495,2206
1258,61798,70681,10121
1265,29085,39958,17642
1268,44237,61797,30909
1269,31666,53878,53424
1269,50424,17715,52942
1271,50648,22530,99769
1272,89650,69453,69463
1275,12861,73293,81779
1283,38977,71435,37583
1285,35256,84646,3702
1290,76276,16014,25414
1297,60618,44364,31276
1301,29423,70616,65557
1307,86179,84321,73033
1322,73467,38846,53762
1348,27078,15731,38513
1353,30663,74269,61247
1354,48032,2830,87580
1364,35281,55627,17280
1381,98895,32189,66925
1381,87449,63437,90742
1381,53263,48439,49045
1388,17298,56749,80823
1391,72255,27003,19882
1404,66681,47959,71934
1404,51208,41589,36373
1409,87159,74845,69286
1410,26780,3338,7473
1410,11152,2412,91236
1412,54902,67876,98630
1413,58566,92370,25799
1415,67969,72529,4486
1423,52095,62111,65218
1426,25923,38158,61724
1431,45887,11050,39346
1432,6827,26206,70390
1443,38891,54943,85775
1443,3004,46392,92485
1451,31511,70958,6273
1456,67053,43741,90185
1457,31598,9841,46760
1457,91975,48926,51359
1458,43791,19789,28391
1472,40486,47278,71308
1473,18749,46702,83823
1476,93410,73405,74961
1484,33052,26780,55374
1496,92866,35408,80915
1500,90611,32303,34234
1504,36503,74042,63604
1513,28857,72262,25343
1516,87603,22798,22499
1517,87824,52813,7069
1518,68443,73847,58786
1522,31161,34405,12693
1534,39085,50754,20925
1544,99411,17359,54860
1546,30088,61025,56359
1552,77696,20059,19388
1564,2440,77898,23113
1568,48911,26626,1318
1581,98045,22238,48334
1582,1574,17159,79783
1586,44806,61525,76459
1591,70165,76344,1587
1597,4729,71669,92717
1602,2891,91050,29521
1604,3670,41270,59973
1608,29752,5009,26551
1622,23092,6824,40565
1627,71325,79988,22574
1630,52448,4984,96259
1635,61183,15032,98988
1642,90063,85808,57281
1656,72959,15305,64835
1665,46859,93772,95632
1667,99386,45331,72383
1667,58283,56991,29668
1668,40663,11804,80483
1670,7907,16073,56090
1677,20247,80222,41819
1682,41014,24576,69948
