30296,65642,51189,33129,96110,19067,36949
49579,14732,97801,64319,47569,80247,79966
69341,48284,37169,39192,50707,12468,44031
22241,25721,86144,43558,47287,53390,20640
73457,73597,37162,79519,35993,45659,74800
53014,84225,48645,96591,87273,93541,73070
3457,4680,95635,63179,44678,85192,13289
49981,26844,73439,55471,35396,93066,61568
4217,28484,39037,86993,4921,69708,65625
12751,32328,10764,41177,86839,43567,43503
73579,71741,41873,17640,76195,59882,68919
12907,44276,67552,65080,88940,39914,24021
67012,82821,13474,96231,38585,81133,67443
82444,95931,53063,37332,13063,90516,70602
31171,57656,33505,17088,56855,39931,32097
33224,7269,2056,80955,7183,90965,40058
13633,38114,51197,95919,30161,99101,19534
48186,13760,28447,89329,43644,88272,53631
56772,11792,38372,6973,67991,40907,83276
51507,31417,94019,72721,28750,55048,72286
7872,14701,69140,45027,51730,98059,83593
74478,72381,31614,32970,72977,9923,58482
15125,24223,77232,4877,91757,59539,97282
72748,63935,51112,33158,17192,61461,16705
91743,73833,36588,93579,14244,7656,4624
34101,68226,77592,5061,67137,36742,40085
51340,90015,62953,17136,55699,88867,32826
35903,99298,96020,19446,64652,80016,56007
77551,88587,28608,96567,34754,26187,53574
55409,31565,37007,88424,77788,41150,86884
899,86827,11673,85644,30653,10575,49060
38718,11622,50935,87407,97721,25643,55894
71413,61553,5599,78972,90843,19570,89669
73980,70920,36198,829,66099,62589,77241
15007,49407,29543,98043,60092,19129,55872
19897,98668,662,28902,36857,48553,98768
90799,63514,11033,55137,11631,77885,22833
92524,67489,69826,50199,59336,85170,971
13690,6781,71118,68270,91062,25446,85374
68758,62995,93563,54230,20413,29779,61792
52943,88899,19621,79160,89857,60192,43380
6990,18868,23574,91413,8518,68986,19712
93530,78288,75898,49522,29100,89925,76511
34026,82639,41228,31467,386,43976,24683
44940,21560,4086,77154,84521,62649,1850
88791,18772,47228,2785,10313,87089,87886
60081,76956,38947,45776,58352,78042,55135
19823,58857,67223,92177,59673,47591,5327
9785,3254,48293,7475,46938,41529,4940
86015,81727,54017,37862,46746,42207,9734
72783,8952,74485,6688,95186,58876,2201
72739,96649,68095,43772,86367,96958,17450
3466,69931,39470,71109,43660,9246,40371
22631,22997,90545,18703,848,2514,82587
76650,15805,18522,43370,66296,19527,63683
58887,52854,29521,52362,2403,50155,87956
80436,94320,89744,4190,64543,1101,30900
82618,69114,19657,96001,80591,83814,59859
80333,18078,50082,19092,23746,22527,84665
38248,23382,1907,70045,86178,30456,23576
72056,80737,37067,604,25352,11762,2122
3470,43384,38371,30302,73596,92313,90639
5887,17230,81843,13885,22170,40338,20629
76426,97262,80739,85663,73541,65897,42803
21398,22381,78320,19839,688,81373,90195
61002,39183,47818,41775,67615,79228,30438
96110,19067,65642,36949,29807,40297,86806
52701,42766,36990,50621,45199,34724,32996
70310,1498,47972,32133,89186,42684,82204
6529,63988,38832,50681,50520,92438,97439
9684,35997,33124,25844,428,75202,97548
85542,40342,60630,32763,91146,13751,46443
19841,79550,99650,12993,37785,36055,58702
34004,68588,93379,67733,77002,51361,5515
29614,8965,26493,7759,38097,37138,70060
77255,16044,66808,16097,21376,58199,93104
65493,37814,87512,82940,81240,41948,96410
7230,38999,94531,92077,76686,15828,75142
61867,10691,66748,28361,46794,52325,84363
33361,21509,15296,75287,1525,44083,47527
47715,42323,72890,10064,12383,9387,89767
38829,87308,95993,56090,96908,73345,38212
69352,42429,7857,9256,61915,65827,50861
86839,27541,53898,72004,23350,5977,21790
69142,99146,75760,78860,53308,58526,95641
64209,60735,51245,28239,63161,87513,21623
34704,49087,7023,84156,4876,40321,90541
74822,32121,81152,41437,7699,93785,14231
32517,56718,6739,28716,45017,31856,4485
38969,11115,44774,81289,71941,97278,93827
56442,97215,7198,18328,94585,15149,25
98750,80951,97260,29018,35146,87596,68570
58718,23973,73525,51732,95612,77012,87973
79749,20764,25069,27874,91097,20328,84630
71146,74508,92065,27163,92087,40198,13989
30721,58963,55940,26039,12500,20236,26788
40328,6349,3614,29906,9935,23109,74402
78729,48023,49474,82461,78680,68139,57889
70791,63936,78145,21975,60751,36737,40298
36857,48553,98668,98768,12649,99327,33235
14699,76285,32530,36129,65073,10503,16598
48525,96774,33731,20199,8961,12681,52559
84462,85599,57715,27882,11077,24265,16277
68540,26097,83198,94365,89123,36181,60171
65180,66221,39187,11443,16882,18101,96324
86208,82459,69793,32333,10917,2089,200
5366,62201,1146,97026,29354,49117,85711
86706,28520,6211,32618,57719,76278,25572
24436,23720,51109,83580,21513,55051,79261
23710,76797,88671,76557,86479,33787,23639
43256,42953,76695,46105,87957,82118,82594
40393,91914,68678,99781,63954,72508,34038
25141,27441,20455,44526,16242,1746,64011
8719,88239,97496,89930,92036,45687,96829
15575,37336,98861,69394,43647,99918,23109
11673,16842,62986,39124,72734,95266,68121
45360,89827,66823,13675,75534,84723,4272
4189,80287,8396,11653,17467,74999,48232
2894,96160,33192,36136,68894,18653,24459
87417,90505,74785,39226,80982,24775,92526
71933,58314,70039,52670,92516,55527,94763
71238,41104,25577,11228,38478,9898,32005
9549,19536,4260,59845,62276,21803,62629
68949,44196,88621,29199,11966,28088,13332
2273,97967,73222,12620,82037,49315,49200
53211,62274,1747,23622,52322,47388,62172
49815,10218,92689,29435,50957,71981,3668
60227,2007,43196,30096,51721,94401,9231
69166,53391,38744,43813,63079,82523,35679
38185,36928,86,91833,35780,17166,59365
25545,93433,57098,96202,94768,24587,17911
38157,211,54635,42604,1573,52870,73798
35453,95535,91504,92763,47289,6795,31189
34492,64422,18494,36793,96017,89252,42776
24229,9287,48177,68726,10749,17816,94841
63179,3586,76936,96870,21060,43266,99506
48895,59875,49508,73638,10199,37730,53832
57715,8726,50943,86422,48498,37160,25619
37479,93904,49800,2017,83705,19245,35244
73453,82047,64917,28909,22864,26851,6233
57841,50095,83690,4558,91915,9006,86232
54599,86305,66858,39235,60552,82039,57208
64685,56689,72820,88735,65247,27554,66345
44558,93218,99795,971,47113,14034,76735
36850,13916,17035,73717,88517,29368,2611
78379,69249,74536,19143,21010,35907,51759
12756,14996,24556,88243,20178,5140,51098
22220,85954,67370,75394,26055,57671,4188
11966,28088,44196,13332,79460,75130,56015
98750,68113,61036,13518,99962,40870,96166
37106,68757,7048,48561,80997,49223,80158
39080,77187,62800,2709,5068,55706,4655
31392,76032,37119,28477,78275,95966,11177
5504,79213,40631,43087,45377,17696,31280
52602,89732,79659,1357,11191,72056,63766
60595,1878,2508,59993,28633,12859,43758
10012,54847,60869,76367,81250,35565,64856
84901,23574,35249,97475,6990,18868,91413
95385,82236,34528,13847,91037,15641,36972
47246,65695,69635,62325,5199,36636,83885
51730,98059,14701,83593,19766,87694,47079
27258,63562,2752,48733,16168,18965,61743
62935,19842,77811,10326,201,23891,54202
19766,87694,98059,47079,99210,849,51154
62206,85391,11004,24214,6759,82536,17293
73006,62475,14980,56600,37806,29513,17061
94343,51600,11105,53042,1779,16192,19264
